Date,Close
2008-03-25,184.97999572753906
2008-03-26,186.89999389648438
2008-03-27,187.5399932861328
2008-03-28,187.91000366210938
2008-03-31,187.7899932861328
2008-04-02,185.72000122070312
2008-04-03,184.4199981689453
2008-04-04,186.6699981689453
2008-04-07,186.36000061035156
2008-04-08,186.75
2008-04-09,186.50999450683594
2008-04-10,188.42999267578125
2008-04-11,187.57000732421875
2008-04-14,187.60000610351562
2008-04-15,187.47000122070312
2008-04-16,188.89999389648438
2008-04-17,189.02999877929688
2008-04-18,188.0500030517578
2008-04-21,188.67999267578125
2008-04-22,188.97999572753906
2008-04-23,189.1300048828125
2008-04-24,186.69000244140625
2008-04-25,184.9199981689453
2008-04-28,185.72999572753906
2008-04-29,184.69000244140625
2008-04-30,184.1699981689453
2008-05-02,183.17999267578125
2008-05-05,183.1699981689453
2008-05-06,183.88999938964844
2008-05-07,182.92999267578125
2008-05-08,182.1300048828125
2008-05-09,183.5
2008-05-12,183.5
2008-05-13,183.4499969482422
2008-05-14,183.02000427246094
2008-05-15,184.0800018310547
2008-05-16,183.5399932861328
2008-05-19,184.9499969482422
2008-05-20,185.8300018310547
2008-05-21,187.0399932861328
2008-05-22,186.89999389648438
2008-05-23,186.67999267578125
2008-05-26,186.8800048828125
2008-05-27,187.0
2008-05-28,185.94000244140625
2008-05-29,184.47000122070312
2008-05-30,184.0399932861328
2008-06-02,184.3300018310547
2008-06-03,185.27000427246094
2008-06-04,183.6699981689453
2008-06-05,182.7100067138672
2008-06-06,185.08999633789062
2008-06-09,187.6199951171875
2008-06-10,184.07000732421875
2008-06-11,184.0500030517578
2008-06-12,183.22000122070312
2008-06-13,181.99000549316406
2008-06-16,183.69000244140625
2008-06-17,184.05999755859375
2008-06-18,183.99000549316406
2008-06-19,183.97000122070312
2008-06-20,185.50999450683594
2008-06-23,184.36000061035156
2008-06-24,184.8699951171875
2008-06-25,185.2899932861328
2008-06-26,186.6300048828125
2008-06-27,187.14999389648438
2008-06-30,187.5500030517578
2008-07-02,187.33999633789062
2008-07-03,188.64999389648438
2008-07-04,186.00999450683594
2008-07-07,185.82000732421875
2008-07-08,186.13999938964844
2008-07-09,185.97999572753906
2008-07-10,185.86000061035156
2008-07-11,187.0399932861328
2008-07-14,187.58999633789062
2008-07-15,189.27999877929688
2008-07-16,188.33999633789062
2008-07-17,187.47999572753906
2008-07-18,187.47000122070312
2008-07-21,187.97000122070312
2008-07-22,188.1999969482422
2008-07-23,186.14999389648438
2008-07-24,185.39999389648438
2008-07-25,186.2899932861328
2008-07-28,186.42999267578125
2008-07-29,186.0800018310547
2008-07-30,184.27000427246094
2008-07-31,184.6199951171875
2008-08-26,171.80999755859375
2008-08-27,173.86000061035156
2008-08-28,173.9499969482422
2008-08-29,173.08999633789062
2008-09-01,171.97999572753906
2008-09-02,170.47999572753906
2008-09-03,169.67999267578125
2008-09-04,170.27999877929688
2008-09-05,166.89999389648438
2008-09-08,167.17999267578125
2008-09-09,166.7100067138672
2008-09-10,165.55999755859375
2008-09-11,163.77000427246094
2008-09-12,165.5500030517578
2008-09-15,166.5
2008-09-16,166.72000122070312
2008-09-17,167.14999389648438
2008-09-18,170.75
2008-09-19,167.38999938964844
2008-09-22,171.57000732421875
2008-09-23,174.05999755859375
2008-09-24,172.5399932861328
2008-09-25,172.72000122070312
2008-09-26,171.69000244140625
2008-09-29,168.94000244140625
2008-09-30,168.92999267578125
2008-10-01,166.82000732421875
2008-10-02,163.6300048828125
2008-10-03,163.6300048828125
2008-10-06,159.9199981689453
2008-10-07,160.05999755859375
2008-10-08,161.5
2008-10-09,161.30999755859375
2008-10-10,159.4199981689453
2008-10-13,160.0800018310547
2008-10-14,161.61000061035156
2008-10-15,160.88999938964844
2008-10-16,158.49000549316406
2008-10-17,157.3800048828125
2008-10-20,158.08999633789062
2008-10-21,155.3300018310547
2008-10-22,151.27999877929688
2008-10-23,150.4499969482422
2008-10-24,147.82000732421875
2008-10-27,146.13999938964844
2008-10-28,147.42999267578125
2008-10-29,150.30999755859375
2008-10-30,153.61000061035156
2008-10-31,149.58999633789062
2008-11-03,151.24000549316406
2008-11-04,150.10000610351562
2008-11-05,152.41000366210938
2008-11-06,151.50999450683594
2008-11-07,150.22000122070312
2008-11-10,151.99000549316406
2008-11-11,149.91000366210938
2008-11-12,148.0800018310547
2008-11-13,147.4499969482422
2008-11-14,149.72000122070312
2008-11-17,148.89999389648438
2008-11-18,148.60000610351562
2008-11-19,148.74000549316406
2008-11-20,147.63999938964844
2008-11-21,148.3000030517578
2008-11-24,149.4499969482422
2008-11-25,151.8000030517578
2008-11-26,153.02000427246094
2008-11-27,152.24000549316406
2008-11-28,151.02000427246094
2008-12-01,149.77000427246094
2008-12-02,149.39999389648438
2008-12-03,149.2899932861328
2008-12-04,149.2899932861328
2008-12-05,149.77999877929688
2008-12-08,151.9600067138672
2008-12-09,151.69000244140625
2008-12-10,152.91000366210938
2008-12-11,156.0
2008-12-12,157.8699951171875
2008-12-15,159.7100067138672
2008-12-16,161.97000122070312
2008-12-17,167.2100067138672
2008-12-18,173.44000244140625
2008-12-19,166.1999969482422
2008-12-22,166.00999450683594
2008-12-23,165.97000122070312
2008-12-24,165.97000122070312
2008-12-25,165.97000122070312
2008-12-26,165.97000122070312
2008-12-29,170.4199981689453
2008-12-30,168.3699951171875
2008-12-31,166.38999938964844
2009-01-01,166.38999938964844
2009-01-02,165.8699951171875
2009-01-05,162.0800018310547
2009-01-06,158.38999938964844
2009-01-07,161.8300018310547
2009-01-08,161.22999572753906
2009-01-09,163.0500030517578
2009-01-12,159.52000427246094
2009-01-13,158.16000366210938
2009-01-14,157.47000122070312
2009-01-15,157.1699981689453
2009-01-16,158.27999877929688
2009-01-19,157.6699981689453
2009-01-20,154.4600067138672
2009-01-21,153.94000244140625
2009-01-22,154.91000366210938
2009-01-23,152.60000610351562
2009-01-26,155.05999755859375
2009-01-27,157.58999633789062
2009-01-28,158.57000732421875
2009-01-29,156.32000732421875
2009-01-30,153.2899932861328
2009-02-02,153.3000030517578
2009-02-03,155.67999267578125
2009-02-04,189.4499969482422
2009-02-05,190.1699981689453
2009-02-06,187.4499969482422
2009-02-09,189.38999938964844
2009-02-10,189.24000549316406
2009-02-11,188.75999450683594
2009-02-12,187.6199951171875
2009-02-13,188.77000427246094
2009-02-16,187.72000122070312
2009-02-17,185.61000061035156
2009-02-18,185.41000366210938
2009-02-19,185.8699951171875
2009-02-20,186.33999633789062
2009-02-23,189.86000061035156
2009-02-24,188.77000427246094
2009-02-25,189.14999389648438
2009-02-26,189.24000549316406
2009-02-27,187.55999755859375
2009-03-02,186.69000244140625
2009-03-03,186.47999572753906
2009-03-04,185.42999267578125
2009-03-05,185.8699951171875
2009-03-06,187.99000549316406
2009-03-09,186.50999450683594
2009-03-10,188.3300018310547
2009-03-11,188.97000122070312
2009-03-12,189.6999969482422
2009-03-13,190.44000244140625
2009-03-16,192.94000244140625
2009-03-17,192.4499969482422
2009-03-18,193.02000427246094
2009-03-19,202.6999969482422
2009-03-20,202.27999877929688
2009-03-23,203.13999938964844
2009-03-24,202.1199951171875
2009-03-25,201.25999450683594
2009-03-26,203.02000427246094
2009-03-27,198.9199981689453
2009-03-30,196.41000366210938
2009-03-31,198.0800018310547
2009-04-01,197.22999572753906
2009-04-02,198.8000030517578
2009-04-03,199.74000549316406
2009-04-06,201.49000549316406
2009-04-07,197.07000732421875
2009-04-08,197.0500030517578
2009-04-09,197.19000244140625
2009-04-10,197.19000244140625
2009-04-14,196.85000610351562
2009-04-15,196.30999755859375
2009-04-16,194.67999267578125
2009-04-17,193.3800048828125
2009-04-20,191.99000549316406
2009-04-21,191.99000549316406
2009-04-22,192.02000427246094
2009-04-23,193.49000549316406
2009-04-24,196.6300048828125
2009-04-27,194.80999755859375
2009-04-28,192.89999389648438
2009-04-29,196.77000427246094
2009-04-30,197.0399932861328
2009-05-01,197.0399932861328
2009-05-04,196.50999450683594
2009-05-05,198.7100067138672
2009-05-06,197.5
2009-05-07,197.60000610351562
2009-05-08,198.7899932861328
2009-05-11,201.58999633789062
2009-05-12,201.8699951171875
2009-05-13,201.82000732421875
2009-05-14,200.99000549316406
2009-05-15,200.7100067138672
2009-05-18,199.5
2009-05-19,202.25999450683594
2009-05-20,202.86000061035156
2009-05-21,202.86000061035156
2009-05-22,206.97999572753906
2009-05-25,206.77000427246094
2009-05-26,205.14999389648438
2009-05-27,206.77000427246094
2009-05-28,205.89999389648438
2009-05-29,209.27999877929688
2009-06-02,211.17999267578125
2009-06-03,210.97999572753906
2009-06-04,209.8699951171875
2009-06-05,210.0500030517578
2009-06-08,204.82000732421875
2009-06-09,205.66000366210938
2009-06-10,208.75
2009-06-11,207.5800018310547
2009-06-12,207.89999389648438
2009-06-15,205.47000122070312
2009-06-16,205.5800018310547
2009-06-17,205.22999572753906
2009-06-18,206.25999450683594
2009-06-19,206.39999389648438
2009-06-22,205.3000030517578
2009-06-23,207.10000610351562
2009-06-24,208.7899932861328
2009-06-25,206.4199981689453
2009-06-26,208.8699951171875
2009-06-29,208.49000549316406
2009-06-30,209.44000244140625
2009-07-01,208.30999755859375
2009-07-02,208.41000366210938
2009-07-03,207.52000427246094
2009-07-06,205.83999633789062
2009-07-07,208.08999633789062
2009-07-08,206.58999633789062
2009-07-09,207.30999755859375
2009-07-10,206.3300018310547
2009-07-13,207.0500030517578
2009-07-14,207.66000366210938
2009-07-15,209.22000122070312
2009-07-16,209.88999938964844
2009-07-17,209.49000549316406
2009-07-20,211.5800018310547
2009-07-21,211.35000610351562
2009-07-22,211.02999877929688
2009-07-23,211.0
2009-07-24,211.74000549316406
2009-07-27,212.41000366210938
2009-07-28,212.13999938964844
2009-07-29,210.07000732421875
2009-07-30,209.08999633789062
2009-07-31,210.14999389648438
2009-08-03,212.47000122070312
2009-08-04,214.05999755859375
2009-08-05,214.10000610351562
2009-08-06,213.83999633789062
2009-08-07,213.5500030517578
2009-08-10,211.08999633789062
2009-08-11,210.6300048828125
2009-08-12,210.58999633789062
2009-08-13,212.08999633789062
2009-08-14,212.24000549316406
2009-08-17,209.07000732421875
2009-08-18,209.9600067138672
2009-08-19,210.00999450683594
2009-08-20,211.50999450683594
2009-08-21,213.07000732421875
2009-08-24,212.7100067138672
2009-08-25,212.27000427246094
2009-08-26,212.5500030517578
2009-08-27,212.00999450683594
2009-08-28,213.4199981689453
2009-08-31,212.36000061035156
2009-09-01,212.44000244140625
2009-09-02,211.39999389648438
2009-09-03,212.6699981689453
2009-09-04,212.0500030517578
2009-09-07,213.3699951171875
2009-09-08,215.4600067138672
2009-09-09,215.6699981689453
2009-09-10,216.3300018310547
2009-09-11,217.39999389648438
2009-09-14,216.57000732421875
2009-09-15,217.5800018310547
2009-09-16,218.4499969482422
2009-09-17,219.27000427246094
2009-09-18,218.9199981689453
2009-09-21,218.17999267578125
2009-09-22,220.27999877929688
2009-09-23,219.9199981689453
2009-09-24,219.89999389648438
2009-09-25,218.83999633789062
2009-09-28,217.88999938964844
2009-09-29,216.8000030517578
2009-09-30,218.35000610351562
2009-10-01,216.6199951171875
2009-10-02,216.49000549316406
2009-10-05,217.8300018310547
2009-10-06,219.2899932861328
2009-10-07,218.83999633789062
2009-10-08,219.80999755859375
2009-10-09,219.27999877929688
2009-10-12,219.61000061035156
2009-10-13,220.6699981689453
2009-10-14,221.89999389648438
2009-10-15,221.97999572753906
2009-10-16,221.75
2009-10-19,222.10000610351562
2009-10-20,222.66000366210938
2009-10-21,222.0800018310547
2009-10-22,222.58999633789062
2009-10-23,223.58999633789062
2009-10-26,223.4199981689453
2009-10-27,221.25
2009-10-28,219.82000732421875
2009-10-29,219.08999633789062
2009-10-30,220.22999572753906
2009-11-02,220.08999633789062
2009-11-03,217.75999450683594
2009-11-04,219.66000366210938
2009-11-05,220.89999389648438
2009-11-06,221.19000244140625
2009-11-09,223.0500030517578
2009-11-10,222.97000122070312
2009-11-11,223.22000122070312
2009-11-12,221.25999450683594
2009-11-13,219.99000549316406
2009-11-16,220.4600067138672
2009-11-17,219.2899932861328
2009-11-18,219.91000366210938
2009-11-19,218.7100067138672
2009-11-20,218.13999938964844
2009-11-23,219.6300048828125
2009-11-24,219.5800018310547
2009-11-25,221.35000610351562
2009-11-26,221.11000061035156
2009-11-27,218.6699981689453
2009-11-30,220.52999877929688
2009-12-01,220.92999267578125
2009-12-02,221.42999267578125
2009-12-03,222.13999938964844
2009-12-04,221.25
2009-12-07,217.4199981689453
2009-12-08,217.5
2009-12-09,216.72000122070312
2009-12-10,216.89999389648438
2009-12-11,217.02000427246094
2009-12-14,214.7100067138672
2009-12-15,213.27000427246094
2009-12-16,213.6300048828125
2009-12-17,210.55999755859375
2009-12-18,210.6999969482422
2009-12-21,210.07000732421875
2009-12-22,208.97000122070312
2009-12-23,208.69000244140625
2009-12-24,210.6999969482422
2009-12-28,210.9199981689453
2009-12-29,211.1999969482422
2009-12-30,209.61000061035156
2009-12-31,210.85000610351562
2010-01-04,210.75
2010-01-05,210.75
2010-01-06,209.64999389648438
2010-01-07,209.3300018310547
2010-01-08,209.0
2010-01-11,212.25
2010-01-12,211.4600067138672
2010-01-13,212.38999938964844
2010-01-14,211.60000610351562
2010-01-15,210.0
2010-01-18,209.85000610351562
2010-01-19,208.60000610351562
2010-01-20,206.36000061035156
2010-01-21,205.11000061035156
2010-01-22,205.69000244140625
2010-01-25,206.9499969482422
2010-01-26,205.4600067138672
2010-01-27,205.57000732421875
2010-01-28,204.42999267578125
2010-01-29,203.74000549316406
2010-02-01,202.72999572753906
2010-02-02,203.3300018310547
2010-02-03,204.11000061035156
2010-02-04,201.57000732421875
2010-02-05,199.75
2010-02-08,199.27000427246094
2010-02-09,200.2100067138672
2010-02-10,201.25999450683594
2010-02-11,200.13999938964844
2010-02-12,197.60000610351562
2010-02-15,198.7899932861328
2010-02-16,199.24000549316406
2010-02-17,200.0399932861328
2010-02-18,197.4600067138672
2010-02-19,196.52000427246094
2010-02-22,197.72999572753906
2010-02-23,197.1999969482422
2010-02-24,196.66000366210938
2010-02-25,195.99000549316406
2010-02-26,197.13999938964844
2010-03-01,196.38999938964844
2010-03-02,196.6199951171875
2010-03-03,198.14999389648438
2010-03-04,198.50999450683594
2010-03-05,197.1199951171875
2010-03-08,198.02000427246094
2010-03-09,196.83999633789062
2010-03-10,197.52000427246094
2010-03-11,197.83999633789062
2010-03-12,199.72999572753906
2010-03-15,198.8699951171875
2010-03-16,198.7100067138672
2010-03-17,199.49000549316406
2010-03-18,198.02000427246094
2010-03-19,196.39999389648438
2010-03-22,195.5
2010-03-23,195.17999267578125
2010-03-24,193.27000427246094
2010-03-25,193.3699951171875
2010-03-26,193.8300018310547
2010-03-29,195.10000610351562
2010-03-30,195.0800018310547
2010-03-31,195.10000610351562
2010-04-01,195.52000427246094
2010-04-02,195.52000427246094
2010-04-05,195.52000427246094
2010-04-06,194.13999938964844
2010-04-07,193.1300048828125
2010-04-08,192.50999450683594
2010-04-09,193.72000122070312
2010-04-12,196.49000549316406
2010-04-13,196.42999267578125
2010-04-14,196.5500030517578
2010-04-15,195.4499969482422
2010-04-16,195.17999267578125
2010-04-19,194.0399932861328
2010-04-20,195.0
2010-04-21,193.38999938964844
2010-04-22,192.55999755859375
2010-04-23,191.91000366210938
2010-04-26,192.0800018310547
2010-04-27,191.83999633789062
2010-04-28,190.6199951171875
2010-04-29,191.14999389648438
2010-04-30,191.97000122070312
2010-05-03,190.74000549316406
2010-05-04,189.2899932861328
2010-05-05,186.9600067138672
2010-05-06,184.88999938964844
2010-05-07,184.97999572753906
2010-05-10,188.10000610351562
2010-05-11,183.05999755859375
2010-05-12,182.42999267578125
2010-05-13,181.35000610351562
2010-05-14,179.57000732421875
2010-05-17,177.7100067138672
2010-05-18,178.75999450683594
2010-05-19,175.64999389648438
2010-05-20,177.7100067138672
2010-05-21,180.7899932861328
2010-05-24,178.4600067138672
2010-05-25,176.1199951171875
2010-05-26,177.83999633789062
2010-05-27,177.4600067138672
2010-05-28,178.8800048828125
2010-05-31,177.32000732421875
2010-06-01,175.35000610351562
2010-06-02,176.60000610351562
2010-06-03,176.6699981689453
2010-06-04,175.7100067138672
2010-06-07,173.19000244140625
2010-06-08,172.4600067138672
2010-06-09,173.17999267578125
2010-06-10,174.17999267578125
2010-06-11,175.3699951171875
2010-06-14,177.14999389648438
2010-06-15,177.4199981689453
2010-06-16,177.72999572753906
2010-06-17,178.9499969482422
